NOME_MUN,EXP_VIDA_AO_NASCER,MORTALIDADE_INFANTIL,IDHM,IDHM_RENDA,IDHM_LONGEVIDADE,IDHM_EDU,ANO,REND_MEDIO_FORMAL,TRANSF_PER_CAPITA_BOLSA_FAMILIA
Itabirinha,75.3,14.9,0.653,0.625,0.838,0.531,2010,,
Itabirito,74.68,15.8,0.73,0.737,0.828,0.638,2010,,
Itacambira,72.44,19.6,0.628,0.57,0.791,0.55,2010,,
Itacarambi,72.22,20.0,0.641,0.593,0.787,0.564,2010,,
Itaguara,75.14,15.1,0.691,0.697,0.836,0.567,2010,,
Itaipé,70.52,23.2,0.552,0.57,0.759,0.388,2010,,
Itajubá,78.06,10.5,0.787,0.767,0.884,0.718,2010,,
Itamarandiba,72.86,18.8,0.646,0.618,0.798,0.547,2010,,
Itamarati de Minas,75.45,14.6,0.688,0.677,0.841,0.572,2010,,
Itambacuri,72.05,20.3,0.634,0.616,0.784,0.527,2010,,
Itambé do Mato Dentro,74.39,16.3,0.634,0.605,0.823,0.513,2010,,
Itamogi,73.61,17.6,0.674,0.665,0.81,0.568,2010,,
Itamonte,76.17,13.6,0.705,0.695,0.853,0.591,2010,,
Itanhandu,77.23,12.1,0.739,0.72,0.871,0.643,2010,,
Itanhomi,74.85,15.6,0.65,0.656,0.831,0.503,2010,,
Itaobim,72.19,20.0,0.629,0.613,0.787,0.516,2010,,
Itapagipe,76.64,12.9,0.723,0.728,0.861,0.603,2010,,
Itapecerica,75.73,14.2,0.713,0.692,0.846,0.618,2010,,
Itapeva,77.69,11.5,0.72,0.699,0.878,0.607,2010,,
Itatiaiuçu,75.0,15.3,0.677,0.661,0.833,0.563,2010,,
Itaú de Minas,76.74,12.8,0.776,0.761,0.862,0.711,2010,,
Itaúna,76.02,14.68,0.758,0.749,0.85,0.685,2010,,
Itaverava,73.63,17.5,0.627,0.613,0.811,0.496,2010,,
Itinga,72.83,18.9,0.6,0.559,0.797,0.484,2010,,
Itueta,74.51,16.1,0.635,0.64,0.825,0.485,2010,,
Ituiutaba,75.37,14.2,0.739,0.745,0.84,0.644,2010,,
Itumirim,75.39,14.7,0.726,0.675,0.84,0.675,2010,,
Iturama,75.88,14.0,0.747,0.73,0.848,0.674,2010,,
Itutinga,77.67,11.5,0.727,0.703,0.878,0.622,2010,,
Jaboticatubas,75.19,15.0,0.681,0.694,0.837,0.543,2010,,
Jacinto,73.4,17.9,0.62,0.595,0.807,0.496,2010,,
Jacuí,73.61,17.6,0.668,0.682,0.81,0.54,2010,,
Jacutinga,76.82,12.7,0.715,0.722,0.864,0.586,2010,,
Jaguaraçu,76.35,13.3,0.679,0.667,0.856,0.548,2010,,
Jaíba,72.33,19.8,0.638,0.619,0.789,0.531,2010,,
Jampruca,71.86,20.6,0.609,0.605,0.781,0.479,2010,,
Janaúba,72.74,19.0,0.696,0.654,0.796,0.649,2010,,
Januária,74.22,16.6,0.658,0.611,0.82,0.568,2010,,
Japaraíba,75.62,14.4,0.721,0.677,0.844,0.656,2010,,
Japonvar,72.17,20.1,0.608,0.556,0.786,0.514,2010,,
Jeceaba,75.66,14.3,0.661,0.629,0.844,0.544,2010,,
Jenipapo de Minas,72.59,19.3,0.624,0.588,0.793,0.52,2010,,
Jequeri,72.61,19.3,0.601,0.607,0.794,0.451,2010,,
Jequitaí,72.79,19.0,0.643,0.605,0.797,0.552,2010,,
Jequitibá,76.26,13.5,0.689,0.777,0.854,0.492,2010,,
Jequitinhonha,73.99,16.9,0.615,0.619,0.817,0.461,2010,,
Jesuânia,74.88,15.5,0.658,0.675,0.831,0.507,2010,,
Joaíma,72.36,19.7,0.587,0.572,0.789,0.448,2010,,
Joanésia,73.2,18.3,0.626,0.616,0.803,0.495,2010,,
João Monlevade,75.93,13.9,0.758,0.724,0.849,0.708,2010,,
João Pinheiro,72.25,19.9,0.697,0.683,0.788,0.63,2010,,
Joaquim Felício,74.44,16.2,0.637,0.642,0.824,0.489,2010,,
Jordânia,72.82,18.9,0.628,0.613,0.797,0.506,2010,,
José Gonçalves de Minas,70.81,22.6,0.632,0.597,0.764,0.553,2010,,
Josenópolis,71.94,20.5,0.564,0.541,0.782,0.424,2010,,
José Raydan,72.94,18.7,0.617,0.596,0.799,0.493,2010,,
Juatuba,75.94,13.9,0.717,0.67,0.849,0.649,2010,,
Juiz de Fora,75.65,15.42,0.778,0.784,0.844,0.711,2010,,
Juramento,73.48,17.8,0.669,0.601,0.808,0.617,2010,,
Juruaia,76.61,13.0,0.723,0.794,0.86,0.553,2010,,
Juvenília,71.57,21.2,0.592,0.535,0.776,0.501,2010,,
Ladainha,70.26,23.8,0.541,0.537,0.754,0.391,2010,,
Lagamar,75.31,14.8,0.718,0.692,0.839,0.637,2010,,
Lagoa da Prata,74.89,15.5,0.732,0.72,0.832,0.655,2010,,
Lagoa dos Patos,71.36,21.6,0.634,0.593,0.773,0.556,2010,,
Lagoa Dourada,74.68,15.8,0.676,0.672,0.828,0.554,2010,,
Lagoa Formosa,74.91,15.5,0.703,0.717,0.832,0.582,2010,,
Lagoa Grande,73.72,17.4,0.679,0.678,0.812,0.568,2010,,
Lagoa Santa,76.43,13.2,0.777,0.79,0.857,0.693,2010,,
Lajinha,73.6,17.6,0.661,0.659,0.81,0.541,2010,,
Lambari,77.23,12.1,0.711,0.693,0.871,0.596,2010,,
Lamim,74.7,15.8,0.655,0.623,0.828,0.546,2010,,
Laranjal,76.42,13.2,0.714,0.694,0.857,0.613,2010,,
Lassance,72.71,19.1,0.629,0.614,0.795,0.511,2010,,
Lavras,77.8,11.4,0.782,0.757,0.88,0.719,2010,,
Leandro Ferreira,77.49,11.8,0.71,0.707,0.875,0.579,2010,,
Leme do Prado,71.73,20.9,0.67,0.602,0.779,0.64,2010,,
Leopoldina,77.04,12.4,0.726,0.696,0.867,0.635,2010,,
Liberdade,75.01,15.3,0.672,0.679,0.834,0.537,2010,,
Lima Duarte,76.68,12.9,0.71,0.705,0.861,0.59,2010,,
Limeira do Oeste,75.04,15.3,0.71,0.693,0.834,0.62,2010,,
Lontra,72.61,19.3,0.646,0.589,0.794,0.577,2010,,
Luisburgo,73.53,17.7,0.608,0.61,0.809,0.455,2010,,
Luislândia,72.96,18.7,0.614,0.568,0.799,0.509,2010,,
Luminárias,74.27,16.5,0.678,0.656,0.821,0.578,2010,,
Luz,75.0,15.3,0.724,0.723,0.833,0.63,2010,,
Machacalis,71.96,20.4,0.64,0.607,0.783,0.552,2010,,
Machado,75.9,14.0,0.715,0.719,0.848,0.6,2010,,
Madre de Deus de Minas,76.38,13.3,0.699,0.667,0.856,0.598,2010,,
Malacacheta,71.05,22.2,0.618,0.609,0.768,0.505,2010,,
Mamonas,71.73,20.9,0.618,0.565,0.779,0.537,2010,,
Manga,72.96,18.7,0.642,0.624,0.799,0.53,2010,,
Manhuaçu,75.35,14.8,0.689,0.692,0.839,0.563,2010,,
Manhumirim,75.74,14.2,0.697,0.679,0.846,0.589,2010,,
Mantena,73.16,18.3,0.675,0.666,0.803,0.575,2010,,
Maravilhas,75.7,14.3,0.672,0.645,0.845,0.558,2010,,
Mar de Espanha,74.51,16.1,0.684,0.694,0.825,0.558,2010,,
Maria da Fé,75.53,14.5,0.702,0.646,0.842,0.637,2010,,
Mariana,77.43,11.8,0.742,0.705,0.874,0.664,2010,,
Marilac,71.86,20.6,0.615,0.609,0.781,0.488,2010,,
Mário Campos,74.99,15.3,0.699,0.68,0.833,0.604,2010,,
Maripá de Minas,75.84,14.1,0.68,0.668,0.847,0.555,2010,,
Marliéria,75.29,14.9,0.657,0.629,0.838,0.537,2010,,
Marmelópolis,73.36,18.0,0.65,0.615,0.806,0.553,2010,,
Martinho Campos,75.61,14.4,0.669,0.688,0.844,0.515,2010,,
Martins Soares,73.53,17.7,0.635,0.619,0.809,0.512,2010,,
Mata Verde,69.92,24.4,0.581,0.581,0.749,0.45,2010,,
Materlândia,71.16,22.0,0.597,0.557,0.769,0.497,2010,,
Mateus Leme,75.36,14.8,0.704,0.688,0.839,0.604,2010,,
Mathias Lobato,72.71,19.1,0.612,0.596,0.795,0.483,2010,,
Matias Barbosa,76.73,12.8,0.72,0.703,0.862,0.616,2010,,
Matias Cardoso,72.96,18.7,0.616,0.584,0.799,0.501,2010,,
Matipó,71.8,20.8,0.631,0.63,0.78,0.511,2010,,
Mato Verde,72.33,19.8,0.662,0.604,0.789,0.61,2010,,
Matozinhos,76.82,12.7,0.731,0.69,0.864,0.654,2010,,
Matutina,76.53,13.1,0.707,0.744,0.859,0.552,2010,,
Medeiros,76.04,13.8,0.711,0.722,0.851,0.584,2010,,
Medina,74.27,16.5,0.624,0.624,0.821,0.475,2010,,
Mendes Pimentel,71.09,22.1,0.626,0.617,0.768,0.518,2010,,
Mercês,74.85,15.6,0.664,0.683,0.831,0.515,2010,,
Mesquita,72.76,19.0,0.656,0.638,0.796,0.555,2010,,
Minas Novas,73.14,18.4,0.633,0.6,0.802,0.528,2010,,
Minduri,73.32,18.0,0.658,0.631,0.805,0.56,2010,,
Mirabela,72.61,19.3,0.665,0.596,0.794,0.622,2010,,
Miradouro,74.64,15.9,0.663,0.645,0.827,0.546,2010,,
Miraí,75.19,15.0,0.68,0.663,0.837,0.567,2010,,
Miravânia,71.88,20.6,0.593,0.544,0.781,0.492,2010,,
Moeda,73.01,18.6,0.638,0.657,0.8,0.494,2010,,
Moema,75.87,14.0,0.721,0.703,0.848,0.629,2010,,
Monjolos,74.16,16.7,0.65,0.612,0.819,0.548,2010,,
Monsenhor Paulo,75.32,14.8,0.721,0.682,0.839,0.654,2010,,
Montalvânia,72.96,18.7,0.613,0.586,0.799,0.492,2010,,
Monte Alegre de Minas,75.86,14.0,0.674,0.699,0.848,0.516,2010,,
Monte Azul,73.63,17.5,0.659,0.611,0.811,0.578,2010,,
Monte Belo,75.82,14.1,0.688,0.677,0.847,0.567,2010,,
Monte Carmelo,77.1,12.3,0.728,0.716,0.868,0.62,2010,,
Monte Formoso,70.92,22.4,0.541,0.523,0.765,0.396,2010,,
Monte Santo de Minas,77.46,11.8,0.71,0.689,0.874,0.595,2010,,
Montes Claros,77.07,13.04,0.77,0.707,0.868,0.744,2010,,
Monte Sião,77.69,11.5,0.724,0.732,0.878,0.59,2010,,
Montezuma,73.55,17.6,0.587,0.587,0.809,0.425,2010,,
Morada Nova de Minas,74.79,15.7,0.696,0.688,0.83,0.59,2010,,
Morro da Garça,73.97,17.0,0.648,0.619,0.816,0.538,2010,,
Morro do Pilar,73.55,17.6,0.597,0.622,0.809,0.422,2010,,
Munhoz,74.25,16.5,0.647,0.634,0.821,0.52,2010,,
Muriaé,76.18,14.7,0.734,0.731,0.853,0.634,2010,,
Mutum,74.3,16.4,0.644,0.635,0.822,0.511,2010,,
Muzambinho,76.51,13.1,0.74,0.723,0.859,0.652,2010,,
Nacip Raydan,74.85,15.6,0.585,0.64,0.831,0.377,2010,,
Nanuque,76.02,13.8,0.701,0.666,0.85,0.609,2010,,
Naque,74.32,16.4,0.675,0.632,0.822,0.592,2010,,
Natalândia,75.78,14.2,0.671,0.641,0.846,0.557,2010,,
Natércia,73.28,18.1,0.693,0.677,0.805,0.612,2010,,
Nazareno,74.82,15.6,0.69,0.662,0.83,0.597,2010,,
Nepomuceno,74.3,16.4,0.667,0.658,0.822,0.549,2010,,
Ninheira,72.01,20.4,0.556,0.525,0.784,0.418,2010,,
Nova Belém,71.06,22.2,0.592,0.563,0.768,0.481,2010,,
Nova Era,74.48,16.2,0.709,0.675,0.825,0.639,2010,,
Nova Lima,78.1,11.67,0.813,0.864,0.885,0.704,2010,,
Nova Módica,71.72,20.9,0.63,0.61,0.779,0.527,2010,,
Nova Ponte,75.08,15.2,0.701,0.734,0.835,0.562,2010,,
Nova Porteirinha,73.63,17.5,0.641,0.584,0.811,0.556,2010,,
Nova Resende,75.33,14.8,0.671,0.687,0.839,0.525,2010,,
Nova Serrana,76.82,12.7,0.715,0.709,0.864,0.597,2010,,
Nova União,74.06,16.8,0.662,0.624,0.818,0.568,2010,,
Novo Cruzeiro,72.83,18.9,0.571,0.562,0.797,0.415,2010,,
Novo Oriente de Minas,70.26,23.8,0.555,0.568,0.754,0.4,2010,,
Novorizonte,73.26,18.2,0.616,0.582,0.804,0.5,2010,,
Olaria,74.37,16.3,0.636,0.638,0.823,0.49,2010,,
Olhos-D'Água,73.72,17.4,0.626,0.607,0.812,0.498,2010,,
Olímpio Noronha,73.56,17.6,0.674,0.656,0.809,0.577,2010,,
Oliveira Fortes,72.61,19.3,0.635,0.616,0.794,0.523,2010,,
Oliveira,75.51,14.6,0.699,0.691,0.842,0.587,2010,,
Onça de Pitangui,73.33,18.0,0.663,0.646,0.806,0.559,2010,,
Oratórios,74.42,16.2,0.637,0.627,0.824,0.5,2010,,
Orizânia,71.67,21.0,0.562,0.551,0.778,0.414,2010,,
Ouro Branco,77.31,12.0,0.764,0.753,0.872,0.68,2010,,
Ouro Fino,76.66,12.9,0.722,0.703,0.861,0.622,2010,,
Ouro Preto,75.03,15.3,0.741,0.721,0.834,0.677,2010,,
Ouro Verde de Minas,72.35,19.7,0.595,0.582,0.789,0.459,2010,,
Padre Carvalho,72.71,19.1,0.599,0.575,0.795,0.471,2010,,
Padre Paraíso,72.83,18.9,0.596,0.556,0.797,0.478,2010,,
Paineiras,74.41,16.2,0.669,0.691,0.824,0.526,2010,,
Pains,77.43,11.8,0.728,0.717,0.874,0.616,2010,,
Pai Pedro,70.62,23.0,0.59,0.52,0.76,0.52,2010,,
Paiva,75.72,14.2,0.72,0.657,0.845,0.672,2010,,
Palma,75.45,14.6,0.703,0.663,0.841,0.623,2010,,
Palmópolis,69.29,25.8,0.565,0.559,0.738,0.437,2010,,
Papagaios,74.96,15.4,0.666,0.65,0.833,0.545,2010,,
Paracatu,76.22,13.5,0.744,0.704,0.854,0.685,2010,,
Pará de Minas,75.87,14.0,0.725,0.715,0.848,0.628,2010,,
Paraguaçu,75.98,13.9,0.715,0.69,0.85,0.623,2010,,
Paraisópolis,76.11,13.7,0.729,0.692,0.852,0.657,2010,,
Paraopeba,72.55,19.4,0.694,0.674,0.793,0.625,2010,,
Passabém,72.23,20.0,0.642,0.631,0.787,0.533,2010,,
Passa Quatro,76.59,13.0,0.715,0.683,0.86,0.623,2010,,
Passa Tempo,73.46,17.8,0.687,0.676,0.808,0.594,2010,,
Passa-Vinte,73.53,17.7,0.648,0.662,0.809,0.507,2010,,
Passos,78.15,10.35,0.756,0.741,0.886,0.658,2010,,
Patis,72.23,20.0,0.614,0.55,0.787,0.534,2010,,
Patos de Minas,76.31,14.47,0.765,0.749,0.855,0.698,2010,,
Patrocínio do Muriaé,72.78,19.0,0.682,0.691,0.796,0.576,2010,,
Patrocínio,76.14,13.6,0.729,0.723,0.852,0.628,2010,,
Paula Cândido,74.38,16.3,0.637,0.632,0.823,0.497,2010,,
Paulistas,72.44,19.6,0.625,0.593,0.791,0.521,2010,,
Pavão,73.77,17.3,0.627,0.599,0.813,0.507,2010,,
Peçanha,72.23,20.0,0.627,0.63,0.787,0.497,2010,,
Pedra Azul,72.79,19.0,0.627,0.596,0.797,0.518,2010,,
Pedra Bonita,69.41,25.5,0.573,0.557,0.74,0.457,2010,,
Pedra do Anta,74.26,16.5,0.624,0.636,0.821,0.466,2010,,
Pedra do Indaiá,75.6,14.4,0.708,0.688,0.843,0.611,2010,,
Pedra Dourada,74.64,15.9,0.655,0.631,0.827,0.539,2010,,
Pedralva,73.39,17.9,0.675,0.677,0.807,0.563,2010,,
Pedras de Maria da Cruz,72.22,20.0,0.614,0.564,0.787,0.521,2010,,
Pedrinópolis,76.29,13.4,0.729,0.719,0.855,0.631,2010,,
Pedro Leopoldo,76.33,13.4,0.757,0.723,0.856,0.7,2010,,
Pedro Teixeira,72.61,19.3,0.637,0.587,0.794,0.555,2010,,
Pequeri,77.05,12.4,0.694,0.692,0.868,0.557,2010,,
Pequi,73.47,17.8,0.674,0.672,0.808,0.564,2010,,
Perdigão,75.6,14.4,0.703,0.711,0.843,0.579,2010,,
Perdizes,77.8,11.4,0.723,0.752,0.88,0.571,2010,,
Perdões,77.69,11.5,0.744,0.71,0.878,0.661,2010,,
Periquito,75.34,14.8,0.651,0.593,0.839,0.555,2010,,
Pescador,74.85,15.6,0.656,0.615,0.831,0.552,2010,,
Piau,74.42,16.2,0.629,0.647,0.824,0.467,2010,,
Piedade de Caratinga,71.37,21.6,0.612,0.621,0.773,0.477,2010,,
Piedade de Ponte Nova,73.14,18.4,0.639,0.616,0.802,0.528,2010,,
Piedade do Rio Grande,74.22,16.6,0.678,0.64,0.82,0.593,2010,,
Piedade dos Gerais,75.42,14.7,0.626,0.645,0.84,0.453,2010,,
Pimenta,74.93,15.4,0.686,0.697,0.832,0.556,2010,,
Pingo-D'Água,69.63,25.0,0.619,0.603,0.744,0.529,2010,,
Pintópolis,72.96,18.7,0.594,0.56,0.799,0.469,2010,,
Piracema,73.54,17.7,0.646,0.646,0.809,0.515,2010,,
Pirajuba,76.46,13.2,0.723,0.748,0.858,0.588,2010,,
Piranga,72.96,18.7,0.6,0.585,0.799,0.461,2010,,
Piranguçu,73.36,18.0,0.685,0.666,0.806,0.599,2010,,
Piranguinho,75.45,14.6,0.717,0.672,0.841,0.651,2010,,
Pirapetinga,75.45,14.6,0.709,0.68,0.841,0.624,2010,,
Pirapora,74.65,15.9,0.731,0.693,0.828,0.68,2010,,
Piraúba,75.56,14.5,0.684,0.673,0.843,0.564,2010,,
Pitangui,77.22,12.1,0.725,0.711,0.87,0.617,2010,,
Piumhi,77.7,11.5,0.737,0.729,0.878,0.625,2010,,
Planura,76.1,13.7,0.712,0.711,0.852,0.597,2010,,
Poço Fundo,76.95,12.5,0.691,0.705,0.866,0.541,2010,,
Poços de Caldas,77.31,11.27,0.779,0.768,0.872,0.706,2010,,
Pocrane,72.91,18.8,0.626,0.614,0.799,0.5,2010,,
Pompéu,75.05,15.2,0.689,0.694,0.834,0.564,2010,,
Ponte Nova,75.9,14.0,0.717,0.714,0.848,0.608,2010,,
Ponto Chique,72.81,18.9,0.606,0.565,0.797,0.493,2010,,
Ponto dos Volantes,71.88,20.6,0.595,0.564,0.781,0.478,2010,,
Porteirinha,72.74,19.0,0.651,0.593,0.796,0.585,2010,,
Porto Firme,73.26,18.1,0.634,0.615,0.804,0.516,2010,,
Poté,73.52,17.7,0.624,0.584,0.809,0.515,2010,,
Pouso Alegre,77.33,11.58,0.774,0.755,0.872,0.704,2010,,
Pouso Alto,75.81,14.1,0.71,0.736,0.847,0.573,2010,,
Prados,76.89,12.6,0.689,0.66,0.865,0.574,2010,,
Prata,76.12,13.7,0.695,0.736,0.852,0.536,2010,,
Pratápolis,76.74,12.8,0.729,0.703,0.862,0.639,2010,,
Pratinha,77.24,12.1,0.721,0.71,0.871,0.607,2010,,
Presidente Bernardes,73.23,18.2,0.632,0.603,0.804,0.521,2010,,
Presidente Juscelino,72.74,19.0,0.614,0.603,0.796,0.483,2010,,
Presidente Kubitschek,72.22,20.0,0.595,0.573,0.787,0.468,2010,,
Presidente Olegário,74.88,15.5,0.701,0.679,0.831,0.611,2010,,
Prudente de Morais,72.7,19.1,0.69,0.658,0.795,0.629,2010,,
Quartel Geral,75.74,14.2,0.683,0.677,0.846,0.557,2010,,
Queluzito,74.39,16.3,0.682,0.669,0.823,0.575,2010,,
Raposos,74.9,15.5,0.73,0.706,0.832,0.661,2010,,
Raul Soares,74.36,16.3,0.655,0.658,0.823,0.52,2010,,
Recreio,75.45,14.6,0.692,0.668,0.841,0.589,2010,,
Reduto,73.08,18.5,0.629,0.647,0.801,0.48,2010,,
Resende Costa,74.4,16.3,0.685,0.689,0.823,0.568,2010,,
Resplendor,74.99,15.4,0.67,0.666,0.833,0.543,2010,,
Ressaquinha,75.01,15.3,0.683,0.638,0.834,0.599,2010,,
Riachinho,72.71,19.1,0.632,0.577,0.795,0.551,2010,,
Riacho dos Machados,73.45,17.8,0.627,0.557,0.808,0.547,2010,,
Ribeirão das Neves,74.31,16.4,0.684,0.658,0.822,0.591,2010,,
Ribeirão Vermelho,76.01,13.8,0.737,0.699,0.85,0.675,2010,,
Rio Acima,77.22,12.1,0.673,0.689,0.87,0.508,2010,,
Rio Casca,73.79,17.3,0.65,0.651,0.813,0.519,2010,,
Rio Doce,73.07,18.5,0.664,0.644,0.801,0.567,2010,,
Rio do Prado,73.4,17.9,0.605,0.573,0.807,0.479,2010,,
Rio Espera,73.03,18.5,0.602,0.575,0.801,0.474,2010,,
Rio Manso,73.11,18.4,0.648,0.676,0.802,0.501,2010,,
Rio Novo,75.07,15.2,0.707,0.671,0.835,0.631,2010,,
Rio Paranaíba,76.28,13.4,0.709,0.725,0.855,0.575,2010,,
Rio Pardo de Minas,72.85,18.8,0.624,0.586,0.798,0.52,2010,,
Rio Piracicaba,72.63,19.2,0.685,0.67,0.794,0.605,2010,,
Rio Pomba,76.77,12.7,0.714,0.694,0.863,0.609,2010,,
Rio Preto,75.84,14.1,0.679,0.665,0.847,0.557,2010,,
Rio Vermelho,72.23,20.0,0.558,0.566,0.787,0.389,2010,,
Ritápolis,73.91,17.1,0.653,0.649,0.815,0.526,2010,,
Rochedo de Minas,75.92,14.0,0.684,0.663,0.849,0.569,2010,,
Rodeiro,72.84,18.9,0.668,0.703,0.797,0.532,2010,,
Romaria,73.78,17.3,0.708,0.722,0.813,0.604,2010,,
Rosário da Limeira,73.69,17.4,0.662,0.653,0.812,0.548,2010,,
Rubelita,73.46,17.8,0.582,0.552,0.808,0.443,2010,,
Rubim,73.99,16.9,0.609,0.589,0.817,0.469,2010,,
Sabará,74.99,15.4,0.731,0.699,0.833,0.67,2010,,
Sabinópolis,73.71,17.4,0.638,0.637,0.812,0.502,2010,,
Sacramento,77.25,12.1,0.732,0.726,0.871,0.619,2010,,
Salinas,73.9,17.1,0.679,0.697,0.815,0.551,2010,,
Salto da Divisa,75.74,14.2,0.608,0.586,0.846,0.453,2010,,
Santa Bárbara do Leste,73.01,18.6,0.613,0.608,0.8,0.473,2010,,
Santa Bárbara do Monte Verde,74.37,16.3,0.606,0.617,0.823,0.438,2010,,
Santa Bárbara do Tugúrio,73.57,17.6,0.637,0.616,0.81,0.517,2010,,
Santa Bárbara,73.97,17.0,0.707,0.676,0.816,0.642,2010,,
Santa Cruz de Minas,75.35,14.8,0.706,0.66,0.839,0.636,2010,,
Santa Cruz de Salinas,70.41,23.4,0.577,0.548,0.757,0.463,2010,,
Santa Cruz do Escalvado,73.91,17.1,0.625,0.618,0.815,0.485,2010,,
Santa Efigênia de Minas,72.57,19.4,0.607,0.579,0.793,0.487,2010,,
Santa Fé de Minas,73.26,18.2,0.615,0.589,0.804,0.492,2010,,
Santa Helena de Minas,68.37,27.8,0.567,0.531,0.723,0.474,2010,,
Santa Juliana,77.06,12.4,0.706,0.726,0.868,0.558,2010,,
Santa Luzia,76.52,11.3,0.715,0.682,0.859,0.625,2010,,
Santa Margarida,72.07,20.2,0.61,0.635,0.785,0.455,2010,,
Santa Maria de Itabira,74.24,16.5,0.648,0.622,0.821,0.533,2010,,
Santa Maria do Salto,70.92,22.4,0.613,0.593,0.765,0.507,2010,,
Santa Maria do Suaçuí,74.03,16.9,0.64,0.629,0.817,0.511,2010,,
Santana da Vargem,75.98,13.9,0.698,0.681,0.85,0.587,2010,,
Santana de Cataguases,72.58,19.3,0.694,0.643,0.793,0.655,2010,,
Santana de Pirapama,73.93,17.0,0.628,0.617,0.816,0.493,2010,,
Santana do Deserto,75.93,13.9,0.651,0.66,0.849,0.493,2010,,
Santana do Garambéu,74.32,16.4,0.667,0.648,0.822,0.558,2010,,
Santana do Jacaré,72.37,19.7,0.647,0.655,0.79,0.523,2010,,
Santana do Manhuaçu,73.53,17.7,0.621,0.622,0.809,0.475,2010,,
Santana do Paraíso,77.66,11.5,0.685,0.663,0.878,0.552,2010,,
Santana do Riacho,75.02,15.3,0.665,0.641,0.834,0.551,2010,,
Santana dos Montes,73.04,18.5,0.647,0.608,0.801,0.557,2010,,
Santa Rita de Caldas,74.36,16.3,0.69,0.693,0.823,0.576,2010,,
Santa Rita de Ibitipoca,72.6,19.3,0.63,0.625,0.793,0.505,2010,,
Santa Rita de Jacutinga,74.58,16.0,0.682,0.676,0.826,0.567,2010,,
Santa Rita de Minas,72.48,19.5,0.613,0.627,0.791,0.464,2010,,
Santa Rita do Itueto,71.76,20.8,0.607,0.609,0.779,0.472,2010,,
Santa Rita do Sapucaí,74.8,15.6,0.721,0.727,0.83,0.62,2010,,
Santa Rosa da Serra,76.95,12.5,0.705,0.695,0.866,0.583,2010,,
Santa Vitória,76.88,12.6,0.71,0.718,0.865,0.576,2010,,
Santo Antônio do Amparo,74.39,16.3,0.672,0.641,0.823,0.576,2010,,
Santo Antônio do Aventureiro,75.45,14.6,0.671,0.66,0.841,0.545,2010,,
Santo Antônio do Grama,74.36,16.3,0.633,0.626,0.823,0.493,2010,,
Santo Antônio do Itambé,72.65,19.2,0.558,0.537,0.794,0.408,2010,,
Santo Antônio do Jacinto,71.33,21.6,0.574,0.575,0.772,0.427,2010,,
Santo Antônio do Monte,75.37,14.8,0.724,0.736,0.84,0.615,2010,,
Santo Antônio do Retiro,72.03,20.3,0.57,0.504,0.784,0.469,2010,,
Santo Antônio do Rio Abaixo,74.39,16.3,0.669,0.616,0.823,0.591,2010,,
Santo Hipólito,74.44,16.2,0.657,0.641,0.824,0.536,2010,,
Santos Dumont,75.84,14.1,0.741,0.688,0.847,0.697,2010,,
São Bento Abade,73.03,18.5,0.672,0.651,0.801,0.581,2010,,
São Brás do Suaçuí,73.04,18.5,0.664,0.675,0.801,0.541,2010,,
São Domingos das Dores,73.01,18.6,0.638,0.602,0.8,0.539,2010,,
São Domingos do Prata,74.36,16.3,0.69,0.674,0.823,0.593,2010,,
São Félix de Minas,72.68,19.2,0.62,0.589,0.795,0.51,2010,,
São Francisco de Paula,73.69,17.4,0.66,0.66,0.812,0.537,2010,,
São Francisco de Sales,77.01,12.4,0.688,0.711,0.867,0.528,2010,,
São Francisco do Glória,74.96,15.4,0.663,0.647,0.833,0.541,2010,,
São Francisco,73.26,18.2,0.638,0.595,0.804,0.542,2010,,
São Geraldo da Piedade,71.43,21.4,0.6,0.625,0.774,0.447,2010,,
São Geraldo do Baixio,74.43,16.2,0.63,0.631,0.824,0.482,2010,,
São Geraldo,74.85,15.6,0.651,0.656,0.831,0.507,2010,,
São Gonçalo do Abaeté,72.75,19.0,0.67,0.665,0.796,0.568,2010,,
São Gonçalo do Pará,75.53,14.5,0.689,0.682,0.842,0.57,2010,,
São Gonçalo do Rio Abaixo,72.52,19.4,0.667,0.658,0.792,0.569,2010,,
São Gonçalo do Rio Preto,73.91,17.1,0.64,0.593,0.815,0.542,2010,,
São Gonçalo do Sapucaí,75.99,13.8,0.715,0.706,0.85,0.609,2010,,
São Gotardo,76.27,13.4,0.736,0.739,0.855,0.632,2010,,
São João Batista do Glória,75.69,14.3,0.724,0.713,0.845,0.631,2010,,
São João da Lagoa,73.78,17.3,0.634,0.575,0.813,0.546,2010,,
São João da Mata,74.29,16.4,0.653,0.676,0.822,0.501,2010,,
São João da Ponte,72.17,20.1,0.569,0.559,0.786,0.419,2010,,
São João das Missões,71.57,21.2,0.529,0.502,0.776,0.381,2010,,
São João Del Rei,76.57,13.0,0.758,0.733,0.86,0.69,2010,,
São João do Manhuaçu,75.16,15.1,0.65,0.659,0.836,0.498,2010,,
São João do Manteninha,73.3,18.1,0.64,0.623,0.805,0.522,2010,,
São João do Oriente,73.32,18.1,0.648,0.631,0.805,0.536,2010,,
São João do Pacuí,72.85,18.8,0.625,0.606,0.798,0.504,2010,,
São João do Paraíso,73.46,17.8,0.615,0.583,0.808,0.493,2010,,
